"Ausgaben","Einkommen","Temperatur","Entfernung"
"519.5875151560439","3473.8442015247256","12.092052017396673","23.345107626446964"
"561.8076873465405","1846.0463199680987","23.70862924540698","13.702043243181976"
"793.4649326180422","3428.703968389769","30.090980344605303","7.4842852344094695"
"282.66722144743","2456.4243995961174","2.6984884991089757","13.771284679570279"
"637.5730008317365","4035.738039064031","14.421733211706663","13.636382151261648"
"752.9668906099729","3793.278596877479","24.03950489026378","1.5155667852921422"
"521.9620084196124","2748.096170938116","18.57868229769905","14.728525667410938"
"677.3917703115699","3088.906466130645","22.598021113599163","13.84532734895661"
"529.4463007266718","2652.6291824888385","15.772103692989255","18.48103182406709"
"641.5663458726102","3449.8567221814624","20.6061285123103","24.244780474726724"
"717.981346592679","4264.113856400991","18.910259352255444","20.632825147738785"
"703.6396364930911","2711.419162931565","28.174474431618652","13.655556547225848"
"722.2513851045331","3903.2372124142757","21.780945903108492","9.467370456291649"
"632.0215669711927","3075.7939053020473","22.363218634526415","27.866799016249303"
"529.8906246173923","2865.7017341901246","17.11686123714273","15.296092170072441"
"589.7278362561947","3414.375712036354","16.586756431492546","15.069646459564732"
"545.2165848705772","2671.806142064501","16.972092685262652","14.879374564449984"
"657.9975336138352","3057.0805557222543","22.761164996648077","15.990423803839274"
"502.55411146504235","2541.697685928921","17.05310863425816","14.278197940380288"
"853.0383448204013","5071.780106333112","22.02842399827489","12.131689965598818"
"813.767315602908","3528.210841577383","34.52780559051807","12.265705293798039"
"708.4653672283629","2940.2195936059315","26.097872924021846","14.836233648920008"
"598.0916464055525","3671.1839285873775","17.717835274825113","12.282876144331176"
"759.8923990238852","3410.1375602473363","28.408497455147614","11.435771086614178"
"567.0811199775565","3323.2243203734215","17.14347238884914","15.532151138459485"
"459.23663029538125","3991.33336003474","5.733128253755023","13.725113912895724"
"627.9680899050275","4106.006168037844","12.943395823578172","22.519964942913443"
"401.77273245720517","3075.599081911578","6.90445655281901","1.745150958034941"
"573.9557025587026","3039.345407484256","17.53940561171084","20.45753425961231"
"628.9913824651877","3279.9586422786847","20.128928654326863","21.230425962488145"
"651.4130411545204","1658.4630682115321","31.73506118592698","4.633048837959253"
"564.6485270905581","2287.8471502411585","22.288491616349138","13.286562029598256"
"710.6845413868599","4593.49941395562","18.46629629833795","13.142795670021043"
"888.6103394933119","4815.974170801027","25.805839068284424","7.962441526410894"
"388.03277772643554","3300.7711683548973","4.522052836944804","11.110916562045624"
"689.7324476726658","3961.245570444613","21.649301906759963","9.447120772670857"
"747.2785545022962","3749.000123634829","25.396056357208767","23.761352217118116"
"771.0741046822218","5963.10464676419","9.649896279541109","19.678391965737305"
"876.6646022937637","4395.659929147661","28.006278302448504","21.357775474970794"
"668.335672780295","3397.6659268153867","22.369474852460897","18.608360320216175"
"522.9663797060133","2735.5676475196597","17.09298460269439","9.354741143913854"
"581.4936892962064","2214.842943793942","24.429473062743995","12.377398668601131"
"946.2348006100561","3662.7709086937784","35.89485000463077","17.44687280613959"
"616.2266062030287","2894.9194037725574","21.273063785409466","8.889360955540273"
"570.8836977375427","2362.1970323218607","21.73754410410235","18.56499215086194"
"570.6469438895091","2982.7416926059786","16.784473703218293","13.798373009209325"
"479.01828409757553","2634.7615971084842","14.051089413746457","13.125895962252013"
"866.975748626537","4849.713308058052","25.81235071580972","18.554799841017456"
"626.7153818538255","4205.3118055595605","14.007413218637929","17.2213165574302"
"655.4446184144256","3493.621886946706","20.500963660535746","13.1951691709046"
"717.497054470668","4683.95531111202","16.656397872644185","20.79664901682124"
"721.0349371879203","3561.8946461180944","23.352858780224743","9.594683362000513"
"617.1707026650145","2810.972638937389","22.33563473700864","18.07967803472132"
"895.4444218729636","4718.499261815726","27.262779609805293","17.96550628984192"
"637.9467500128526","3931.128034947727","16.42988520801677","13.452267803430049"
"540.2561432544013","2670.203076538835","18.110875452946402","16.63066511121059"
"492.0387019055269","3347.7290575331135","13.148653989523847","8.744432118073485"
"551.6263009152774","2799.505397292194","16.88994717946722","19.620135096034506"
"585.9223428105224","2393.7602152285313","22.641103451313967","14.075489317785054"
